px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
-0.59898	11.9565	5.03084	4.36068	0.300974	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456	0.350716
-0.729957	11.7305	5.03615	4.3478	0.257099	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598	2.80863
-0.917307	11.4984	5.06949	4.31382	0.193686	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628	4.43588
-1.03435	11.2698	5.0639	4.30077	0.145283	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549	2.62233
-1.20728	11.0486	5.0824	4.27336	0.100186	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364	2.12866
-1.27622	10.8024	5.08928	4.3137	0.168505	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075	1.80577
-1.40122	10.5541	5.10987	4.31268	0.156399	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686	1.40603
-1.47444	10.2955	5.125	4.34762	0.209199	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198	2.19661
-1.58429	10.0796	5.11462	4.34555	0.193732	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615	1.35476
-1.67569	9.84681	5.10906	4.3515	0.185456	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939	0.275578
-1.76	9.61954	5.09833	4.36085	0.18578	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172	0.477409
-1.85755	9.37334	5.11305	4.37587	0.207618	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316	2.83563
-1.93049	9.08866	5.1423	4.39747	0.221124	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374	5.11633
-2.02333	8.86076	5.13053	4.39212	0.18875	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347	1.37585
-2.11921	8.60996	5.14207	4.39539	0.180464	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238	0.422271
-2.23839	8.36346	5.15834	4.38698	0.157812	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047	3.30564
-2.2963	8.12098	5.14843	4.405	0.17107	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778	0.397708
-2.37136	7.89856	5.12833	4.40796	0.159463	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843	4.97003
-2.48101	7.65074	5.14279	4.40145	0.140655	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006	0.87787
-2.64497	7.42131	5.15329	4.3523	0.0432163	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507	5.64028
-2.74745	7.16775	5.16746	4.35097	0.0386241	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933	0.680424
-2.81085	6.92801	5.15967	4.37397	0.0803966	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286	1.51688
-2.86792	6.70413	5.1342	4.38693	0.0912411	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566	2.1513
-2.94701	6.47153	5.11892	4.37509	0.0444241	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774	4.16284
-3.00592	6.22815	5.11107	4.38797	0.0573074	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911	0.595817
-3.11695	5.98601	5.12348	4.38213	0.0528426	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976	3.0449
-3.19239	5.71812	5.14116	4.39112	0.0605588	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097	1.78367
-3.30103	5.47329	5.14797	4.36865	0.00502904	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893	2.1239
-3.39329	5.21673	5.16164	4.36862	0.00481333	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745	0.695844
-3.46078	4.96848	5.16073	4.38535	0.0386495	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525	0.342548
-3.56516	4.70241	5.18676	4.38195	0.032876	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233	2.48907
-3.6729	4.45401	5.19514	4.35984	-0.0218316	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868	2.26589
-3.79736	4.19513	5.22128	4.34814	-0.0333203	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943	3.26277
-3.88071	3.95155	5.21911	4.36074	0.00258974	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918	1.12444
-3.95808	3.71029	5.2112	4.36468	0.00650662	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833	0.393167
-4.0672	3.4944	5.19366	4.34214	-0.0415747	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666	3.64232
-4.15911	3.24834	5.19629	4.34145	-0.0398973	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925	0.0454727
-4.27197	3.00021	5.20832	4.32546	-0.071607	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104	0.836409
-4.35841	2.73276	5.22587	4.33014	-0.0613076	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202	1.76427
-4.44621	2.48208	5.22931	4.33695	-0.039998	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218	0.30734
-4.54731	2.22345	5.24488	4.33609	-0.0375238	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149	1.06223
-4.65975	1.99026	5.24214	4.30627	-0.11015	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994	3.69279
-4.77086	1.72752	5.26463	4.30285	-0.105852	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751	2.3016
-4.89414	1.48387	5.27496	4.28271	-0.141127	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417	0.736911
-4.95912	1.23691	5.26246	4.29088	-0.124844	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799	4.45525
-5.05863	1.00768	5.24901	4.29081	-0.107796	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468	0.797359
-5.12423	0.762882	5.23626	4.29931	-0.0926098	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848	3.88788
-5.2126	0.4845	5.26468	4.30319	-0.0904286	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127	5.72686
-5.28963	0.236728	5.25895	4.30873	-0.0786601	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303	1.45374
-5.366	-0.0457999	5.31889	4.35007	0.0626611	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374	5.90762
-5.44265	-0.286989	5.30438	4.35523	0.0605414	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335	1.28498
-5.53106	-0.535741	5.29314	4.35309	0.0365495	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185	6.0667
-5.63011	-0.786224	5.29979	4.3555	0.0409885	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919	7.39139
-5.72717	-1.02883	5.24767	4.31576	-0.0915237	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536	7.44985
-5.83349	-1.27201	5.24901	4.30934	-0.0952335	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032	0.0988839
-5.933	-1.51138	5.24748	4.30513	-0.0957303	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404	0.882597
-6.06188	-1.74234	5.22675	4.27268	-0.153728	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648	4.71466
-6.21126	-1.95124	5.19437	4.21491	-0.265429	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762	4.04074
-6.33779	-2.17486	5.18988	4.19813	-0.271996	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742	0.0705737
-6.48875	-2.38418	5.17166	4.16555	-0.297518	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585	5.28864
-6.66033	-2.57639	5.14971	4.11936	-0.346519	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288	1.90844
-6.82477	-2.77391	5.13807	4.08796	-0.363912	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847	1.81969
-6.93607	-3.01201	5.15511	4.09991	-0.320738	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326	1.5382
-7.07328	-3.2276	5.14893	4.09549	-0.291609	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523	0.985468
-7.21896	-3.41502	5.12968	4.07355	-0.301425	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632	1.59603
-7.3694	-3.64143	5.14129	4.0714	-0.276674	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586	4.64898
-7.55044	-3.78299	5.10271	4.02551	-0.318704	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738	4.70601
-7.70349	-3.97975	5.09758	4.01451	-0.309217	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012	0.523888
-7.85901	-4.19667	5.11024	4.01019	-0.294443	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479	0.570285
-8.01627	-4.40212	5.11098	4.00528	-0.275795	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778	0.62883
-8.17168	-4.63177	5.131	4.00765	-0.253989	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906	1.60023
-8.31824	-4.83713	5.11492	4.01719	-0.2036	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862	3.1611
-8.44633	-5.0621	5.11675	4.02983	-0.171105	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641	0.868287
-8.59947	-5.24097	5.08908	4.02823	-0.14581	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242	4.22379
-8.78381	-5.43817	5.10146	4.01249	-0.158359	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663	1.17971
-8.94407	-5.63549	5.09712	4.01095	-0.144049	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901	0.429753
-9.09612	-5.83154	5.09199	4.00944	-0.13581	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955	0.241564
-9.23622	-6.00995	5.05986	4.01569	-0.105704	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823	7.05211
-9.42039	-6.13227	5.02469	3.97883	-0.150121	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503	5.65761
-9.59214	-6.31877	5.02357	3.97289	-0.144493	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994	0.811961
-9.72604	-6.5308	5.02249	3.98892	-0.111827	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295	0.680921
-9.94859	-6.68249	5.03389	3.94525	-0.170207	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404	6.22105
-10.149	-6.84463	5.03586	3.92068	-0.192472	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321	0.352561
-10.3327	-7.00831	5.03292	3.90378	-0.204679	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046	1.13587
-10.5559	-7.17733	5.05311	3.87694	-0.226701	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577	2.81571
-10.7621	-7.32009	5.04967	3.84836	-0.252037	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916	1.9645
-11.002	-7.47101	5.06964	3.81421	-0.280381	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062	2.99474
-11.1918	-7.61889	5.05575	3.80089	-0.279091	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015	1.3766
-11.3403	-7.78533	5.0326	3.81018	-0.249061	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777	3.73039
-11.5374	-7.91985	5.01775	3.79038	-0.259247	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349	2.18916
-11.7252	-8.03038	4.98816	3.76502	-0.278578	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273	4.1641
-11.9245	-8.15403	4.96269	3.74472	-0.287071	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924	2.98525
-12.1475	-8.24145	4.9471	3.70231	-0.326597	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932	1.49385
-12.3679	-8.36433	4.95918	3.68053	-0.33255	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756	2.01607
-12.5789	-8.44381	4.93524	3.64405	-0.361724	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399	2.97124
-12.7964	-8.52998	4.91119	3.6092	-0.389803	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863	2.8336
-13.0672	-8.60689	4.93217	3.56126	-0.426091	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151	2.75004
-13.3101	-8.70108	4.94669	3.53584	-0.427459	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267	2.17375
-13.5366	-8.74531	4.92602	3.49183	-0.460421	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214	2.68881
-13.7723	-8.77475	4.89995	3.43487	-0.519145	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997	4.64877
-13.9892	-8.89021	4.9028	3.43634	-0.482098	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662	0.680915
-14.2281	-8.98202	4.92146	3.43159	-0.442531	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086	2.41883
-14.4447	-9.09655	4.92008	3.43646	-0.406909	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402	0.586217
-14.6776	-9.16343	4.91496	3.41326	-0.414559	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573	0.3032
-14.9538	-9.15482	4.92792	3.35002	-0.469184	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603	1.61005
-15.2042	-9.22962	4.94208	3.34046	-0.446713	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125	4.25121
-15.4537	-9.34994	4.9625	3.35487	-0.395763	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269	4.9371
-15.7027	-9.37369	4.95655	3.31273	-0.43791	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159	1.84354
-15.9518	-9.46166	4.96825	3.31494	-0.404807	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484	1.95595
-16.2062	-9.46538	4.96728	3.26976	-0.445605	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734	2.24777
-16.4572	-9.45641	4.96661	3.22789	-0.471292	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198	0.519466
-16.6885	-9.44541	4.94805	3.18519	-0.50664	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301	5.29887
-16.9598	-9.43475	4.96663	3.14932	-0.517676	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773	1.21705
-17.2069	-9.50169	4.97241	3.1654	-0.451292	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479	8.0107
-17.4627	-9.5219	4.97923	3.15106	-0.439876	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024	0.49242
-17.7193	-9.50977	4.98358	3.11782	-0.461753	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703	1.63834
-17.972	-9.4766	4.98704	3.08284	-0.476355	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151	0.185843
-18.2192	-9.43362	4.98459	3.03965	-0.512124	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648	0.616843
-18.436	-9.47438	4.95637	3.04664	-0.475191	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847	2.58406
-18.6749	-9.45987	4.95161	3.03471	-0.451073	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522	1.75429
-18.9219	-9.45499	4.95082	3.02369	-0.436744	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707	0.277192
-19.1555	-9.41325	4.94372	3.00128	-0.431033	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927	4.0489
-19.3944	-9.29668	4.94871	2.94244	-0.476958	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083	2.87348
-19.6304	-9.21393	4.94655	2.89524	-0.520005	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907	1.05189
-19.8727	-9.09683	4.95795	2.8451	-0.548248	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408	1.09894
-20.1075	-8.99749	4.96192	2.8095	-0.553556	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215	4.90035
-20.3137	-9.1043	4.90122	2.86218	-0.465696	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303	16.1722
-20.5545	-9.05749	4.90158	2.85329	-0.442568	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334	1.53934
-20.7736	-8.96676	4.89428	2.82134	-0.455538	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296	0.812761
-21.0134	-8.88273	4.90177	2.7941	-0.466112	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179	2.20359
-21.2164	-8.81112	4.87732	2.7732	-0.466466	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972	2.04644
-21.4489	-8.71754	4.8825	2.74388	-0.482345	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666	1.71068
-21.6535	-8.68549	4.84807	2.74368	-0.457962	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925	3.22057
-21.8483	-8.52343	4.845	2.66645	-0.561832	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712	6.49462
-22.0534	-8.45029	4.82488	2.65327	-0.546497	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043	1.13545
-22.2648	-8.33564	4.8252	2.63559	-0.519741	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232	1.95245
-22.489	-8.25139	4.8232	2.6262	-0.500309	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427	1.08022
-22.6846	-8.12121	4.81707	2.58961	-0.524422	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145	1.16848
-22.8949	-7.91648	4.85288	2.53639	-0.551502	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848	3.8692
-23.0854	-7.76143	4.85388	2.48439	-0.610161	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637	3.22932
-23.2996	-7.60381	4.87403	2.45717	-0.6034	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967	1.6799
-23.5003	-7.46613	4.8746	2.45469	-0.540607	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828	1.95798
-23.669	-7.31763	4.85867	2.42617	-0.544701	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746	0.928667
-23.8587	-7.15993	4.86233	2.4089	-0.52135	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445	0.889488
-24.0304	-7.0507	4.82953	2.39859	-0.50823	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916	2.90391
-24.1962	-6.8672	4.83295	2.35928	-0.533867	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149	1.81074
-24.3445	-6.63726	4.85105	2.30968	-0.557481	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138	2.74791
-24.5112	-6.46054	4.85282	2.2761	-0.579589	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873	3.39049
-24.6205	-6.29793	4.81173	2.24104	-0.592416	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347	6.20834
-24.7621	-6.10473	4.8103	2.21054	-0.591259	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553	0.343904
-24.9365	-5.91789	4.82468	2.19321	-0.575358	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484	2.26553
-25.067	-5.71281	4.82484	2.1642	-0.568681	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132	1.86545
-25.2017	-5.53621	4.81033	2.14265	-0.563079	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492	0.635469
-25.3557	-5.34955	4.81144	2.14063	-0.508493	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557	1.29625
-25.4943	-5.13977	4.82113	2.11762	-0.504455	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322	0.374244
-25.629	-4.95396	4.8109	2.11616	-0.451042	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781	6.44509
-25.7471	-4.77341	4.79079	2.09777	-0.4489	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893	0.989471
-25.8671	-4.56585	4.79097	2.07973	-0.437255	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764	0.159368
-25.9749	-4.33892	4.79968	2.05233	-0.442515	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279	0.316933
-26.0811	-4.11963	4.80506	2.0025	-0.521033	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471	11.1353
-26.1645	-3.85975	4.8284	1.96403	-0.532506	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337	1.92641
-26.2367	-3.62631	4.8312	1.90814	-0.605315	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875	3.42419
-26.2621	-3.36442	4.83586	1.85471	-0.630703	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081	4.49719
-26.3113	-3.12473	4.83725	1.80796	-0.664261	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954	0.372798
-26.3349	-2.88336	4.83141	1.76355	-0.677467	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493	1.36012
-26.3949	-2.65572	4.82769	1.74409	-0.649259	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696	1.49128
-26.4755	-2.47322	4.79673	1.73304	-0.630429	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562	5.91578
-26.5319	-2.23787	4.79852	1.72078	-0.587553	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091	1.08176
-26.5831	-2.02909	4.78032	1.70072	-0.579959	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284	1.51051
-26.6148	-1.79002	4.78006	1.68457	-0.543887	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141	2.009
-26.6114	-1.54716	4.77842	1.64687	-0.555711	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664	1.11359
-26.608	-1.31196	4.77487	1.60233	-0.593992	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852	1.73209
-26.6107	-1.08396	4.76597	1.57261	-0.595154	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271	0.187145
-26.6407	-0.853212	4.76377	1.55963	-0.569317	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238	5.23358
-26.6505	-0.612914	4.76781	1.53713	-0.562188	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439	0.396047
-26.637	-0.373177	4.77207	1.49719	-0.595831	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317	2.15079
-26.5895	-0.105395	4.79518	1.45725	-0.60433	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874	2.40085
-26.5703	0.131811	4.79665	1.42794	-0.609857	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116	1.73572
-26.5464	0.399699	4.82357	1.40327	-0.600093	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045	1.91084
-26.535	0.637352	4.821	1.39771	-0.550104	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667	1.75309
-26.5288	0.902721	4.84524	1.38589	-0.529794	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986	3.44229
-26.4916	1.15221	4.84997	1.38242	-0.468262	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007	7.1169
-26.4364	1.39443	4.85423	1.35661	-0.470472	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737	0.115311
-26.3969	1.62041	4.84266	1.34514	-0.444639	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181	7.90178
-26.3429	1.84624	4.83451	1.32333	-0.444928	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345	0.161532
-26.2739	2.07632	4.8339	1.29207	-0.46664	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235	0.300412
-26.2111	2.28928	4.81764	1.26969	-0.466974	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859	0.649532
-26.1481	2.5202	4.8152	1.2603	-0.433025	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223	0.623135
-26.0713	2.7574	4.82281	1.23917	-0.43182	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334	0.131594
-25.9749	2.97778	4.82504	1.19142	-0.498552	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502	3.09652
-25.8774	3.23409	4.85396	1.16804	-0.494455	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828	1.90613
-25.7949	3.4601	4.85504	1.14736	-0.493651	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227	2.13929
-25.688	3.67267	4.84993	1.12013	-0.496952	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404	0.0996367
-25.5708	3.88177	4.84668	1.08774	-0.511951	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367	1.08807
-25.4998	4.08363	4.82674	1.07614	-0.497956	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125	3.61093
-25.3759	4.28874	4.82442	1.04645	-0.506456	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686	0.60973
-25.2176	4.49755	4.83562	1.00925	-0.518899	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058	2.05932
-25.0673	4.6961	4.83393	0.987551	-0.492522	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251	8.98631
-24.9475	4.89599	4.8289	0.968257	-0.486922	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273	0.4182
-24.7913	5.08727	4.82967	0.938288	-0.490865	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132	2.32048
-24.6263	5.28971	4.84415	0.909006	-0.494913	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839	0.976106
-24.4545	5.46467	4.84599	0.861804	-0.543838	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401	0.910406
-24.2674	5.63683	4.84951	0.823782	-0.555897	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827	1.24089
-24.1006	5.80122	4.84425	0.786493	-0.580291	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127	3.09457
-23.9249	5.96515	4.84169	0.755567	-0.582778	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309	0.0300405
-23.7803	6.16019	4.83502	0.774382	-0.473959	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383	4.89048
-23.6108	6.32141	4.82867	0.750711	-0.474618	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357	0.115585
-23.46	6.50407	4.82384	0.752669	-0.4235	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324	1.76571
